LED Item ,M365L2-C1,,,M365LP1-C1,,,M385L2-C1,,,M385LP1-C1,,,M405L3-C1,,,M405LP1-C1,,,M455L3-C1,,,M470L3-C1,,,M505L3-C1,,,M530L3-C1,,,M590L3-C1,,,M617L3-C1,,,M625L3-C1,,,M660L4-C1,,,M730L4-C1,,,M780L3-C1,,,M810L3-C1,,,M850L3-C1,,,M940L3-C1,,,MCWHL5-C1,
Approximate Total Beam Power with Collimation Adapter for Olympus BX and IX Microscopes (mW),120,,,505,,,170,,,795,,,665,,,750,,,500,,,350,,,210,,,170,,,80,,,320,,,380,,,590,,,240,,,210,,,245,,,480,,,430,,,440,
Scaling Constant,1.23E+01,,,3.76E+01,,,1.35E+01,,,5.92E+01,,,2.90E+01,,,4.58E+01,,,2.08E+01,,,1.66E+01,,,5.49E+00,,,4.09E+00,,,5.38E+00,,,1.74E+01,,,1.98E+01,,,2.31E+01,,,5.82E+00,,,5.61E+00,,,6.73E+00,,,1.39E+01,,,5.87E+00,,,8.26E+00,
Spectra,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm)
,670.23094,0.00E+00,,880.8119859,7.95E-03,,670.23094,1.69E-02,,880.8119859,7.83E-02,,881.02991,0.00E+00,,880.8119859,5.08E-02,,672.28117,2.95E-04,,875.48,6.44E-03,,670.23094,1.43E-02,,875.48,-3.18E-03,,875.48,-3.26E-03,,672.28117,2.47E-04,,672.28117,2.11E-04,,880.81199,-2.41E-03,,880.8119859,6.51E-03,,994.91901,3.60E-02,,880.8119859,1.56E-02,,994.82056,6.96E-04,,994.91901,1.45E-01,,880.81199,1.06E-02
,670.35437,0.00E+00,,881.0521598,-4.32E-02,,670.35437,0.00E+00,,881.0521598,-1.71E-01,,881.27028,0.00E+00,,881.0521598,-8.03E-02,,672.4017,5.80E-04,,875.72,1.04E-02,,670.35437,1.04E-02,,875.72,1.04E-02,,875.72,5.83E-03,,672.4017,4.94E-04,,672.4017,4.27E-04,,881.05216,-2.63E-02,,881.0521598,1.04E-02,,995.08753,4.32E-02,,881.0521598,1.52E-02,,994.99023,0.00E+00,,995.08753,1.49E-01,,881.05216,-1.28E-02
,670.47781,1.31E-02,,881.2923402,-1.42E-02,,670.47781,1.95E-02,,881.2923402,-5.73E-02,,881.51065,0.00E+00,,881.2923402,4.69E-02,,672.52224,2.95E-04,,875.96,-3.64E-03,,670.47781,1.31E-02,,875.96,-1.46E-03,,875.96,-2.91E-04,,672.52224,2.48E-04,,672.52224,2.20E-04,,881.29234,2.30E-02,,881.2923402,6.65E-03,,995.25605,3.20E-02,,881.2923402,3.19E-03,,995.15991,6.96E-04,,995.25605,1.31E-01,,881.29234,7.08E-03
,670.60125,0.00E+00,,881.5325274,-2.23E-02,,670.60125,0.00E+00,,881.5325274,-1.86E-01,,881.75103,0.00E+00,,881.5325274,-8.22E-02,,672.64277,5.52E-04,,876.2,-2.16E-02,,670.60125,7.41E-03,,876.2,2.23E-03,,876.2,-8.16E-04,,672.64277,5.07E-04,,672.64277,4.65E-04,,881.53253,-5.36E-02,,881.5325274,3.74E-03,,995.42458,3.03E-02,,881.5325274,6.91E-04,,995.32958,0.00E+00,,995.42458,1.31E-01,,881.53253,-1.24E-02
,670.72471,9.28E-03,,881.7727212,2.13E-02,,670.72471,1.29E-02,,881.7727212,2.76E-02,,881.99142,0.00E+00,,881.7727212,5.65E-02,,672.7633,2.64E-04,,876.44,2.21E-02,,670.72471,5.76E-03,,876.44,3.85E-04,,876.44,-3.44E-03,,672.7633,2.60E-04,,672.7633,2.45E-04,,881.77272,5.13E-02,,881.7727212,1.62E-02,,995.5931,3.65E-02,,881.7727212,-8.34E-03,,995.49926,6.96E-04,,995.5931,1.14E-01,,881.77272,5.33E-03
,670.84818,0.00E+00,,882.0129216,-5.04E-02,,670.84818,0.00E+00,,882.0129216,-8.99E-02,,882.23182,0.00E+00,,882.0129216,-7.97E-02,,672.88384,5.41E-04,,876.68,-3.08E-03,,670.84818,9.60E-03,,876.68,-4.07E-04,,876.68,1.23E-02,,672.88384,5.36E-04,,672.88384,5.41E-04,,882.01292,-3.58E-02,,882.0129216,-1.59E-02,,995.76163,2.94E-02,,882.0129216,-1.84E-02,,995.66895,0.00E+00,,995.76163,1.16E-01,,882.01292,-1.26E-02
,670.97165,2.46E-02,,882.2531287,1.55E-02,,670.97165,1.15E-02,,882.2531287,5.69E-02,,882.47223,0.00E+00,,882.2531287,5.04E-02,,673.00438,2.83E-04,,876.92,-5.88E-03,,670.97165,1.55E-02,,876.92,-1.60E-03,,876.92,-5.54E-03,,673.00438,2.79E-04,,673.00438,3.00E-04,,882.25313,5.06E-02,,882.2531287,-2.24E-03,,995.93015,3.44E-02,,882.2531287,3.70E-02,,995.83863,9.74E-04,,995.93015,1.04E-01,,882.25313,1.01E-02
,671.09514,0.00E+00,,882.4933425,-2.64E-02,,671.09514,0.00E+00,,882.4933425,-1.48E-01,,882.71264,0.00E+00,,882.4933425,-7.61E-02,,673.12492,5.79E-04,,877.16,7.56E-03,,671.09514,6.80E-03,,877.16,-8.33E-03,,877.16,-4.31E-03,,673.12492,5.55E-04,,673.12492,5.32E-04,,882.49334,-2.54E-02,,882.4933425,-3.30E-03,,996.09868,2.90E-02,,882.4933425,-3.28E-02,,996.00832,0.00E+00,,996.09868,1.03E-01,,882.49334,-8.35E-03
,671.21864,1.19E-02,,882.7335628,-2.17E-02,,671.21864,1.72E-02,,882.7335628,3.11E-02,,882.95306,0.00E+00,,882.7335628,1.06E-02,,673.24546,3.00E-04,,877.4,-3.78E-02,,671.21864,1.27E-02,,877.4,5.14E-03,,877.4,-3.96E-03,,673.24546,2.82E-04,,673.24546,2.41E-04,,882.73356,1.65E-02,,882.7335628,1.16E-02,,996.26721,2.30E-02,,882.7335628,-7.35E-03,,996.178,4.17E-04,,996.26721,9.19E-02,,882.73356,1.10E-02
,671.34214,0.00E+00,,882.9737898,-2.69E-02,,671.34214,0.00E+00,,882.9737898,-8.30E-02,,883.19349,0.00E+00,,882.9737898,-8.57E-02,,673.366,5.76E-04,,877.64,-5.88E-03,,671.34214,6.97E-03,,877.64,-9.38E-03,,877.64,-3.61E-03,,673.366,5.30E-04,,673.366,4.61E-04,,882.97379,-2.23E-02,,882.9737898,-5.52E-03,,996.43573,3.53E-02,,882.9737898,-2.26E-03,,996.34769,0.00E+00,,996.43573,9.24E-02,,882.97379,-9.92E-03
,671.46566,1.08E-02,,883.2140234,-2.43E-03,,671.46566,2.34E-02,,883.2140234,1.45E-01,,883.43393,0.00E+00,,883.2140234,4.14E-02,,673.48655,2.80E-04,,877.88,-7.00E-03,,671.46566,2.00E-03,,877.88,-7.80E-03,,877.88,-3.26E-03,,673.48655,2.54E-04,,673.48655,2.32E-04,,883.21402,4.43E-03,,883.2140234,-4.49E-03,,996.60426,2.67E-02,,883.2140234,7.22E-03,,996.51739,9.74E-04,,996.60426,8.59E-02,,883.21402,1.09E-02
,671.58918,0.00E+00,,883.4542637,-6.21E-02,,671.58918,0.00E+00,,883.4542637,-6.00E-02,,883.67437,0.00E+00,,883.4542637,-7.13E-02,,673.60709,5.78E-04,,878.12,-1.40E-03,,671.58918,4.62E-03,,878.12,1.21E-04,,878.12,1.11E-02,,673.60709,5.14E-04,,673.60709,4.58E-04,,883.45426,-3.56E-02,,883.4542637,-9.08E-03,,996.77279,3.90E-02,,883.4542637,1.57E-03,,996.68708,0.00E+00,,996.77279,8.73E-02,,883.45426,-7.33E-03
,671.71272,9.28E-03,,883.6945105,1.80E-02,,671.71272,1.73E-02,,883.6945105,4.60E-02,,883.91483,0.00E+00,,883.6945105,5.98E-02,,673.72764,2.98E-04,,878.36,-2.16E-02,,671.71272,8.06E-03,,878.36,5.17E-04,,878.36,7.58E-04,,673.72764,2.64E-04,,673.72764,2.35E-04,,883.69451,2.80E-02,,883.6945105,1.75E-03,,996.94132,3.64E-02,,883.6945105,1.58E-02,,996.85678,6.96E-04,,996.94132,8.19E-02,,883.69451,8.22E-03
,671.83626,0.00E+00,,883.934764,-2.18E-02,,671.83626,0.00E+00,,883.934764,-1.28E-01,,884.15528,0.00E+00,,883.934764,-8.07E-02,,673.84819,6.08E-04,,878.6,-8.40E-04,,671.83626,1.26E-02,,878.6,-7.14E-03,,878.6,-1.08E-02,,673.84819,5.36E-04,,673.84819,4.37E-04,,883.93476,-2.77E-02,,883.934764,-6.10E-03,,997.10985,3.04E-02,,883.934764,4.15E-04,,997.02647,0.00E+00,,997.10985,8.36E-02,,883.93476,-1.92E-02
,671.95982,0.00E+00,,884.1750241,-4.48E-03,,671.95982,6.81E-03,,884.1750241,1.54E-02,,884.39575,0.00E+00,,884.1750241,4.41E-02,,673.96874,3.10E-04,,878.84,-2.83E-02,,671.95982,1.35E-02,,878.84,-7.67E-03,,878.84,-5.01E-03,,673.96874,2.72E-04,,673.96874,2.07E-04,,884.17502,3.58E-02,,884.1750241,1.16E-02,,997.27838,3.41E-02,,884.1750241,2.27E-02,,997.19618,9.74E-04,,997.27838,8.04E-02,,884.17502,8.06E-03
,672.08338,0.00E+00,,884.4152908,-3.03E-02,,672.08338,0.00E+00,,884.4152908,-1.44E-01,,884.63623,0.00E+00,,884.4152908,-8.63E-02,,674.08929,6.06E-04,,879.08,1.65E-02,,672.08338,7.27E-04,,879.08,-3.44E-03,,879.08,-4.66E-04,,674.08929,5.40E-04,,674.08929,4.27E-04,,884.41529,-4.39E-02,,884.4152908,-2.13E-03,,997.44691,3.22E-02,,884.4152908,-1.58E-02,,997.36588,0.00E+00,,997.44691,8.50E-02,,884.41529,-1.52E-02
,672.20696,7.73E-03,,884.6555641,1.39E-02,,672.20696,1.69E-02,,884.6555641,9.36E-02,,884.87671,0.00E+00,,884.6555641,6.01E-02,,674.20984,3.00E-04,,879.32,-1.15E-02,,672.20696,1.74E-02,,879.32,1.00E-02,,879.32,1.32E-02,,674.20984,2.74E-04,,674.20984,2.20E-04,,884.65556,2.52E-02,,884.6555641,-3.48E-03,,997.61544,3.12E-02,,884.6555641,1.60E-02,,997.53558,6.96E-04,,997.61544,8.31E-02,,884.65556,1.56E-02
,672.33054,0.00E+00,,884.895844,-1.59E-02,,672.33054,0.00E+00,,884.895844,-1.61E-01,,885.1172,0.00E+00,,884.895844,-7.77E-02,,674.3304,5.97E-04,,879.56,-1.99E-02,,672.33054,6.20E-03,,879.56,-1.86E-03,,879.56,1.63E-03,,674.3304,4.97E-04,,674.3304,4.52E-04,,884.89584,-4.11E-02,,884.895844,-7.16E-03,,997.78397,2.98E-02,,884.895844,-4.39E-03,,997.70529,0.00E+00,,997.78397,8.95E-02,,884.89584,-7.97E-03
,672.45414,2.06E-02,,885.1361305,3.06E-02,,672.45414,2.11E-02,,885.1361305,2.90E-02,,885.35769,0.00E+00,,885.1361305,4.00E-02,,674.45096,3.02E-04,,879.8,3.95E-02,,672.45414,1.48E-02,,879.8,-4.63E-03,,879.8,-1.34E-03,,674.45096,2.32E-04,,674.45096,2.32E-04,,885.13613,1.57E-02,,885.1361305,3.35E-02,,997.95251,3.32E-02,,885.1361305,-1.25E-02,,997.875,9.74E-04,,997.95251,8.77E-02,,885.13613,1.34E-02
,672.57774,0.00E+00,,885.3764236,-2.90E-02,,672.57774,0.00E+00,,885.3764236,-8.62E-02,,885.5982,0.00E+00,,885.3764236,-7.36E-02,,674.57151,5.95E-04,,880.04,1.71E-02,,672.57774,1.51E-03,,880.04,3.85E-04,,880.04,4.61E-03,,674.57151,4.75E-04,,674.57151,4.78E-04,,885.37642,-1.75E-02,,885.3764236,-2.37E-02,,998.12104,2.76E-02,,885.3764236,-5.82E-03,,998.04471,0.00E+00,,998.12104,9.38E-02,,885.37642,-3.53E-03
,672.70135,2.40E-03,,885.6167233,2.75E-02,,672.70135,1.98E-02,,885.6167233,4.45E-02,,885.83871,0.00E+00,,885.6167233,5.06E-02,,674.69207,3.00E-04,,880.28,2.52E-03,,672.70135,1.60E-02,,880.28,6.33E-03,,880.28,-2.57E-03,,674.69207,2.54E-04,,674.69207,2.45E-04,,885.61672,3.40E-02,,885.6167233,5.33E-03,,998.28957,3.64E-02,,885.6167233,1.52E-02,,998.21442,1.25E-03,,998.28957,9.14E-02,,885.61672,-2.51E-03
,672.82498,0.00E+00,,885.8570295,9.99E-03,,672.82498,0.00E+00,,885.8570295,-2.14E-01,,886.07923,0.00E+00,,885.8570295,-8.11E-02,,674.81263,5.65E-04,,880.52,5.88E-03,,672.82498,2.75E-03,,880.52,-1.07E-03,,880.52,-4.66E-04,,674.81263,4.98E-04,,674.81263,4.65E-04,,885.85703,-4.69E-02,,885.8570295,-3.89E-03,,998.45811,3.49E-02,,885.8570295,-6.65E-03,,998.38414,0.00E+00,,998.45811,9.59E-02,,885.85703,-1.46E-02
,672.94861,1.85E-04,,886.0973423,-1.68E-02,,672.94861,2.42E-02,,886.0973423,2.12E-02,,886.31976,0.00E+00,,886.0973423,3.11E-02,,674.9332,2.73E-04,,880.76,-8.68E-03,,672.94861,1.09E-02,,880.76,-4.50E-03,,880.76,-3.79E-03,,674.9332,2.50E-04,,674.9332,2.24E-04,,886.09734,1.99E-02,,886.0973423,4.03E-03,,998.62664,4.43E-02,,886.0973423,2.52E-03,,998.55385,9.74E-04,,998.62664,9.44E-02,,886.09734,1.60E-02
,673.07225,0.00E+00,,886.3376617,-5.53E-02,,673.07225,0.00E+00,,886.3376617,-1.47E-01,,886.56029,0.00E+00,,886.3376617,-9.73E-02,,675.05376,5.52E-04,,881,-5.12E-02,,673.07225,1.19E-03,,881,-9.52E-03,,881,-1.17E-02,,675.05376,5.15E-04,,675.05376,3.93E-04,,886.33766,-3.07E-02,,886.3376617,-2.52E-02,,998.79518,2.95E-02,,886.3376617,-2.77E-02,,998.72357,0.00E+00,,998.79518,9.69E-02,,886.33766,-5.56E-02
,673.1959,7.06E-03,,886.5779877,-1.96E-02,,673.1959,1.69E-02,,886.5779877,-2.32E-03,,886.80084,0.00E+00,,886.5779877,3.93E-02,,675.17433,2.88E-04,,881.24,-8.68E-03,,673.1959,1.52E-02,,881.24,-4.90E-03,,881.24,-3.79E-03,,675.17433,2.69E-04,,675.17433,1.73E-04,,886.57799,-3.58E-04,,886.5779877,1.75E-02,,998.96371,2.60E-02,,886.5779877,-3.35E-03,,998.89329,4.17E-04,,998.96371,9.66E-02,,886.57799,5.40E-02
,673.31957,0.00E+00,,886.8183203,-3.88E-02,,673.31957,0.00E+00,,886.8183203,-2.67E-01,,887.04139,0.00E+00,,886.8183203,-8.34E-02,,675.29489,5.68E-04,,881.48,-1.65E-02,,673.31957,6.80E-03,,881.48,-1.73E-03,,881.48,-2.91E-04,,675.29489,5.32E-04,,675.29489,4.01E-04,,886.81832,-5.01E-02,,886.8183203,-1.53E-02,,999.13225,3.35E-02,,886.8183203,-1.71E-02,,999.06302,0.00E+00,,999.13225,9.63E-02,,886.81832,-9.58E-03
,673.44324,1.08E-02,,887.0586594,5.67E-03,,673.44324,1.64E-02,,887.0586594,1.01E-01,,887.28195,0.00E+00,,887.0586594,4.11E-02,,675.41546,2.87E-04,,881.72,-2.32E-02,,673.44324,9.16E-03,,881.72,7.81E-04,,881.72,3.03E-03,,675.41546,2.64E-04,,675.41546,2.32E-04,,887.05866,2.86E-02,,887.0586594,1.18E-02,,999.30079,3.16E-02,,887.0586594,8.07E-03,,999.23274,9.74E-04,,999.30079,9.71E-02,,887.05866,1.32E-02
,673.56692,0.00E+00,,887.299005,-4.31E-02,,673.56692,0.00E+00,,887.299005,-1.58E-01,,887.52251,0.00E+00,,887.299005,-7.38E-02,,675.53603,5.77E-04,,881.96,-3.16E-02,,673.56692,6.03E-03,,881.96,-5.16E-03,,881.96,-3.61E-03,,675.53603,5.47E-04,,675.53603,5.03E-04,,887.29901,-1.64E-02,,887.299005,-3.41E-03,,999.46932,2.29E-02,,887.299005,-3.03E-02,,999.40247,0.00E+00,,999.46932,9.46E-02,,887.29901,-1.31E-02
,673.69061,6.84E-03,,887.5393573,-1.94E-02,,673.69061,1.13E-02,,887.5393573,-3.23E-02,,887.76308,0.00E+00,,887.5393573,5.79E-02,,675.6566,2.96E-04,,882.2,1.32E-02,,673.69061,4.33E-03,,882.2,4.48E-03,,882.2,4.08E-03,,675.6566,2.84E-04,,675.6566,2.70E-04,,887.53936,2.82E-02,,887.5393573,4.58E-03,,999.63786,3.18E-02,,887.5393573,3.03E-02,,999.5722,9.74E-04,,999.63786,9.62E-02,,887.53936,5.01E-03
,673.81432,0.00E+00,,887.779716,-1.89E-02,,673.81432,0.00E+00,,887.779716,-1.82E-01,,888.00366,0.00E+00,,887.779716,-8.15E-02,,675.77718,5.71E-04,,882.44,7.00E-03,,673.81432,1.51E-03,,882.44,-5.39E-04,,882.44,-1.52E-03,,675.77718,5.56E-04,,675.77718,5.20E-04,,887.77972,-2.84E-02,,887.779716,-4.03E-03,,999.8064,2.99E-02,,887.779716,-2.56E-02,,999.74193,0.00E+00,,999.8064,9.18E-02,,887.77972,-2.84E-03
,673.93803,9.06E-03,,888.0200814,-6.36E-02,,673.93803,2.34E-02,,888.0200814,1.22E-01,,888.24425,0.00E+00,,888.0200814,4.37E-02,,675.89775,2.80E-04,,882.68,3.72E-02,,673.93803,1.15E-02,,882.68,-2.52E-03,,882.68,-1.17E-04,,675.89775,2.73E-04,,675.89775,2.49E-04,,888.02008,3.14E-02,,888.0200814,2.03E-02,,999.97494,2.55E-02,,888.0200814,2.09E-02,,999.91166,9.74E-04,,999.97494,9.47E-02,,888.02008,1.53E-02
,674.06175,0.00E+00,,888.2604532,-1.35E-02,,674.06175,0.00E+00,,888.2604532,-1.38E-01,,888.48485,0.00E+00,,888.2604532,-7.60E-02,,676.01833,5.99E-04,,882.92,2.83E-02,,674.06175,7.13E-03,,882.92,-2.05E-02,,882.92,-1.01E-02,,676.01833,5.36E-04,,676.01833,4.18E-04,,888.26045,-3.47E-02,,888.2604532,-2.08E-02,,1000.14348,3.16E-02,,888.2604532,7.54E-03,,1000.0814,0.00E+00,,1000.14348,9.03E-02,,888.26045,-8.25E-03
,674.18548,1.26E-02,,888.5008316,-8.58E-03,,674.18548,4.22E-03,,888.5008316,7.54E-02,,888.72545,0.00E+00,,888.5008316,3.60E-02,,676.13891,3.23E-04,,883.16,6.44E-03,,674.18548,5.60E-03,,883.16,-2.65E-03,,883.16,4.08E-03,,676.13891,2.65E-04,,676.13891,1.69E-04,,888.50083,6.06E-03,,888.5008316,1.61E-02,,1000.31202,3.81E-02,,888.5008316,3.93E-02,,1000.25114,1.25E-03,,1000.31202,9.41E-02,,888.50083,6.52E-04
,674.30922,0.00E+00,,888.7412166,-3.95E-02,,674.30922,0.00E+00,,888.7412166,-2.03E-01,,888.96606,0.00E+00,,888.7412166,-9.52E-02,,676.25948,6.11E-04,,883.4,1.32E-02,,674.30922,5.40E-03,,883.4,-3.18E-03,,883.4,-1.17E-03,,676.25948,5.21E-04,,676.25948,4.04E-04,,888.74122,-5.68E-02,,888.7412166,-1.68E-02,,1000.48056,3.95E-02,,888.7412166,-1.38E-02,,1000.42087,0.00E+00,,1000.48056,8.86E-02,,888.74122,-5.11E-03
,674.43297,1.04E-02,,888.981608,-2.63E-02,,674.43297,2.30E-02,,888.981608,-1.59E-02,,889.20668,0.00E+00,,888.981608,3.36E-02,,676.38007,2.93E-04,,883.64,1.20E-02,,674.43297,1.20E-02,,883.64,3.55E-03,,883.64,1.46E-03,,676.38007,2.58E-04,,676.38007,2.39E-04,,888.98161,-3.77E-03,,888.981608,-1.41E-03,,1000.6491,3.60E-02,,888.981608,1.06E-02,,1000.59062,6.96E-04,,1000.6491,9.21E-02,,888.98161,5.66E-03
,674.55673,0.00E+00,,889.222006,-1.32E-02,,674.55673,0.00E+00,,889.222006,-1.54E-01,,889.44731,0.00E+00,,889.222006,-8.66E-02,,676.50065,5.76E-04,,883.88,-4.95E-02,,674.55673,1.11E-02,,883.88,-3.71E-03,,883.88,-3.61E-03,,676.50065,5.13E-04,,676.50065,4.46E-04,,889.22201,-2.16E-02,,889.222006,9.31E-04,,1000.81764,3.17E-02,,889.222006,-8.18E-03,,1000.76036,0.00E+00,,1000.81764,8.60E-02,,889.22201,-1.14E-02
,674.6805,1.75E-02,,889.4624106,3.84E-03,,674.6805,1.53E-02,,889.4624106,4.61E-03,,889.68794,0.00E+00,,889.4624106,3.75E-02,,676.62123,2.85E-04,,884.12,2.21E-02,,674.6805,1.69E-03,,884.12,1.25E-02,,884.12,4.08E-04,,676.62123,2.59E-04,,676.62123,2.11E-04,,889.46241,4.53E-02,,889.4624106,3.96E-03,,1000.98618,3.12E-02,,889.4624106,3.97E-03,,1000.93011,6.96E-04,,1000.98618,8.95E-02,,889.46241,7.83E-03
,674.80428,0.00E+00,,889.7028216,-2.19E-02,,674.80428,0.00E+00,,889.7028216,-1.68E-01,,889.92858,0.00E+00,,889.7028216,-7.32E-02,,676.74182,5.69E-04,,884.36,-4.90E-02,,674.80428,3.69E-03,,884.36,-5.03E-03,,884.36,-1.04E-02,,676.74182,5.31E-04,,676.74182,4.27E-04,,889.70282,-4.78E-02,,889.7028216,-8.69E-03,,1001.15472,4.07E-02,,889.7028216,8.12E-03,,1001.09985,0.00E+00,,1001.15472,8.40E-02,,889.70282,-1.16E-02
,674.92807,1.02E-02,,889.9432392,-2.73E-02,,674.92807,1.69E-02,,889.9432392,2.48E-03,,890.16923,0.00E+00,,889.9432392,5.16E-02,,676.8624,2.87E-04,,884.6,2.10E-02,,674.92807,1.25E-02,,884.6,-1.23E-02,,884.6,-5.01E-03,,676.8624,2.74E-04,,676.8624,2.20E-04,,889.94324,4.07E-02,,889.9432392,6.80E-03,,1001.32327,3.50E-02,,889.9432392,4.14E-03,,1001.2696,6.96E-04,,1001.32327,8.80E-02,,889.94324,1.39E-02
,675.05188,0.00E+00,,890.1836632,-6.07E-03,,675.05188,0.00E+00,,890.1836632,-6.67E-02,,890.40989,0.00E+00,,890.1836632,-8.90E-02,,676.98299,5.66E-04,,884.84,7.56E-03,,675.05188,6.64E-03,,884.84,-7.01E-03,,884.84,-6.76E-03,,676.98299,5.15E-04,,676.98299,4.65E-04,,890.18366,-1.47E-02,,890.1836632,-7.02E-03,,1001.49181,2.83E-02,,890.1836632,1.55E-03,,1001.43935,0.00E+00,,1001.49181,8.32E-02,,890.18366,-1.12E-02
,675.17569,2.21E-02,,890.4240938,-5.12E-03,,675.17569,8.21E-03,,890.4240938,4.97E-03,,890.65055,0.00E+00,,890.4240938,3.58E-02,,677.10358,2.82E-04,,885.08,4.76E-03,,675.17569,1.12E-02,,885.08,-2.12E-03,,885.08,-1.17E-04,,677.10358,2.44E-04,,677.10358,2.45E-04,,890.42409,4.25E-02,,890.4240938,-2.41E-04,,1001.66035,3.37E-02,,890.4240938,2.73E-03,,1001.60911,1.25E-03,,1001.66035,8.69E-02,,890.42409,1.37E-02
,675.29951,0.00E+00,,890.6645309,-2.55E-02,,675.29951,0.00E+00,,890.6645309,-2.05E-01,,890.89122,0.00E+00,,890.6645309,-9.39E-02,,677.22417,6.10E-04,,885.32,2.52E-03,,675.29951,4.31E-03,,885.32,-4.76E-03,,885.32,-1.59E-02,,677.22417,5.06E-04,,677.22417,5.03E-04,,890.66453,-4.02E-02,,890.6645309,-1.88E-02,,1001.8289,3.12E-02,,890.6645309,5.88E-03,,1001.77886,0.00E+00,,1001.8289,8.25E-02,,890.66453,-4.98E-03
,675.42334,1.59E-02,,890.9049744,-3.64E-02,,675.42334,2.07E-02,,890.9049744,-4.02E-02,,891.1319,0.00E+00,,890.9049744,3.22E-02,,677.34476,3.33E-04,,885.56,-9.80E-03,,675.42334,4.33E-03,,885.56,-2.92E-03,,885.56,-1.87E-03,,677.34476,2.67E-04,,677.34476,2.58E-04,,890.90497,4.11E-02,,890.9049744,6.71E-03,,1001.99744,3.44E-02,,890.9049744,2.05E-02,,1001.94862,9.74E-04,,1001.99744,8.64E-02,,890.90497,3.42E-03
,675.54718,0.00E+00,,891.1454245,-2.46E-02,,675.54718,0.00E+00,,891.1454245,-2.32E-01,,891.37258,0.00E+00,,891.1454245,-6.93E-02,,677.46536,6.33E-04,,885.8,-1.40E-03,,675.54718,7.13E-03,,885.8,-2.65E-03,,885.8,-2.74E-03,,677.46536,5.27E-04,,677.46536,4.52E-04,,891.14542,-3.63E-02,,891.1454245,-7.20E-03,,1002.16599,3.32E-02,,891.1454245,3.26E-02,,1002.11838,0.00E+00,,1002.16599,8.24E-02,,891.14542,-1.37E-02
,675.67103,7.95E-03,,891.3858811,7.11E-03,,675.67103,1.10E-02,,891.3858811,3.64E-02,,891.61328,0.00E+00,,891.3858811,5.06E-02,,677.58595,3.03E-04,,886.04,6.44E-03,,675.67103,1.04E-02,,886.04,3.16E-03,,886.04,5.83E-03,,677.58595,2.66E-04,,677.58595,1.94E-04,,891.38588,1.86E-02,,891.3858811,-3.57E-03,,1002.33453,3.39E-02,,891.3858811,-3.99E-03,,1002.28814,4.17E-04,,1002.33453,8.62E-02,,891.38588,9.42E-03
,675.79489,0.00E+00,,891.6263441,-4.52E-02,,675.79489,0.00E+00,,891.6263441,-2.75E-01,,891.85398,0.00E+00,,891.6263441,-9.85E-02,,677.70655,5.92E-04,,886.28,-4.67E-02,,675.79489,6.31E-03,,886.28,-1.23E-02,,886.28,-7.99E-03,,677.70655,5.31E-04,,677.70655,4.39E-04,,891.62634,-3.19E-02,,891.6263441,-2.30E-03,,1002.50308,3.02E-02,,891.6263441,-3.40E-02,,1002.45791,0.00E+00,,1002.50308,8.25E-02,,891.62634,-1.02E-02
,675.91875,8.62E-03,,891.8668137,5.75E-03,,675.91875,2.37E-02,,891.8668137,5.35E-02,,892.09469,0.00E+00,,891.8668137,4.60E-02,,677.82715,2.92E-04,,886.52,1.48E-02,,675.91875,1.80E-02,,886.52,2.76E-03,,886.52,5.48E-03,,677.82715,2.69E-04,,677.82715,2.49E-04,,891.86681,3.65E-02,,891.8668137,-9.00E-04,,1002.67162,4.07E-02,,891.8668137,3.74E-02,,1002.62767,6.96E-04,,1002.67162,8.64E-02,,891.86681,1.83E-02
,676.04263,0.00E+00,,892.1072897,-7.08E-02,,676.04263,0.00E+00,,892.1072897,-1.10E-01,,892.3354,0.00E+00,,892.1072897,-1.06E-01,,677.94775,6.07E-04,,886.76,-2.52E-03,,676.04263,7.73E-03,,886.76,-3.71E-03,,886.76,6.70E-03,,677.94775,5.41E-04,,677.94775,4.69E-04,,892.10729,-5.08E-02,,892.1072897,-1.83E-02,,1002.84017,2.64E-02,,892.1072897,-3.02E-02,,1002.79744,0.00E+00,,1002.84017,8.31E-02,,892.10729,-1.13E-02
